ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19
HN-CL,Honduras,Colon,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HN-CM,Honduras,Comayagua,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
HN-CP,Honduras,Copan,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-CR,Honduras,Cortes,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,1,3,6,8.0,9.0,12,12.0,12.0,18.0,18.0,18.0,15,16.0,16.0,16.0,16.0,16.0,17.0,22.0,22.0,32.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,41.0,51.0,53.0,53.0,53.0,62.0,62.0,62.0,68.0,72.0,78.0,84.0,88.0,90.0,91.0,91.0,96.0,96.0,102.0,112.0,113.0,115.0,118.0,120.0,121.0
HN-EP,Honduras,El Paraiso,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-FM,Honduras,Francisco Morazan,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,2.0,2,3.0,3.0,3.0,3.0,3.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
HN-GD,Honduras,Gracias a Dios,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-IN,Honduras,Intibuca,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HN-IB,Honduras,Islas de la Bahia,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-LP,Honduras,La Paz,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-LE,Honduras,Lempira,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HN-OC,Honduras,Ocotepeque,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-OL,Honduras,Olancho,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-SB,Honduras,Santa Barbara,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
HN-VA,Honduras,Valle,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HN-YO,Honduras,Yoro,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0
MX-AGU,Mexico,Aguascalientes,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,7.0,7.0,7.0,9.0,10.0,10.0,11.0,12.0,14.0,14.0,14.0,14.0,15.0,16.0,18.0,20.0,20.0,20.0,20.0
MX-BCN,Mexico,Baja California,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,3.0,5.0,5.0,6.0,7.0,7,15.0,16.0,17.0,20.0,22.0,25.0,28.0,28.0,31.0,33.0,68.0,75.0,75.0,100.0,118.0,126.0,146.0,162.0,162.0,167.0,186.0,215.0,222.0,232.0,235.0,238.0,251.0,289.0,326.0,344.0,365.0,402.0,416.0,419.0,443.0,464.0,495.0,518.0,543.0,554.0,566.0,582.0
MX-BCS,Mexico,Baja California Sur,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,9.0,10.0,11.0,11.0,12.0,12.0,13.0,14.0,16.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,22.0,22.0,22.0,22.0,24.0,24.0,25.0,26.0,26.0,26.0,26.0,27.0
MX-CAM,Mexico,Campeche,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,10.0,11.0,14.0,15.0,18.0,19.0,19.0,19.0,22.0,22.0,23.0,24.0,25.0,26.0,27.0,27.0,29.0,31.0,31.0,32.0,33.0,35.0,36.0,38.0,39.0,45.0
MX-CHP,Mexico,Chiapas,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,9.0,11.0,12.0,12.0,12.0,17.0,19.0,19.0,20.0,25.0,31.0,35.0,39.0,44.0,44.0,44.0,45.0
MX-CHH,Mexico,Chihuahua,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,12.0,12.0,12.0,13.0,16.0,20.0,23.0,26.0,31.0,32.0,32.0,36.0,39.0,42.0,46.0,57.0,58.0,59.0,68.0,70.0,76.0,83.0,89.0,92.0,93.0,111.0,117.0,117.0,126.0,135.0,135.0,141.0,146.0,151.0,161.0,183.0,192.0,192.0,193.0,202.0
MX-CMX,Mexico,Ciudad de Mexico,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,2.0,3,3.0,3.0,5,7,7,8.0,8.0,8,13.0,15.0,17.0,19.0,29.0,32,39.0,43.0,46.0,49.0,56.0,64.0,92.0,99.0,110.0,136.0,178.0,183.0,188.0,224.0,251.0,268.0,297.0,307.0,309.0,328.0,348.0,389.0,409.0,418.0,451.0,472.0,499.0,543.0,604.0,696.0,729.0,774.0,796.0,819.0,937.0,1057.0,1123.0,1197.0,1286.0,1332.0,1381.0,1452.0
MX-COA,Mexico,Coahuila,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,1.0,1.0,2,2.0,3.0,4.0,4.0,5.0,5,7.0,7.0,7.0,11.0,11.0,12.0,12.0,12.0,15.0,15.0,18.0,18.0,18.0,23.0,27.0,29.0,32.0,33.0,33.0,34.0,38.0,40.0,41.0,42.0,41.0,42.0,46.0,48.0,48.0,50.0,51.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,55.0,57.0,58.0,59.0
MX-COL,Mexico,Colima,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,10.0
MX-DUR,Mexico,Durango,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1,1.0,1.0,1,1.0,1.0,2.0,3.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,11.0,11.0,11.0,12.0,12.0,13.0,14.0,14.0,15.0,16.0,16.0,17.0,18.0
MX-GUA,Mexico,Guanajuato,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,14.0,17.0,19.0,20.0,21.0,21.0,22.0,24.0,26.0,27.0,31.0,33.0,38.0,40.0,42.0,46.0,46.0,46.0,46.0,55.0,57.0,61.0,63.0,69.0,69.0,73.0,78.0
MX-GRO,Mexico,Guerrero,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1,1.0,1.0,1.0,2.0,3.0,3,4.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,11.0,11.0,12.0,14.0,16.0,17.0,22.0,28.0,29.0,29.0,30.0,36.0,46.0,47.0,49.0,49.0,48.0,50.0,54.0,57.0,59.0,61.0,64.0,70.0,71.0,76.0,81.0,82.0,101.0,108.0,108.0,112.0,128.0
MX-HID,Mexico,Hidalgo,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1,2,2.0,3.0,3,3.0,3.0,5.0,5.0,5.0,6,7.0,7.0,7.0,8.0,9.0,9.0,10.0,12.0,12.0,13.0,13.0,14.0,15.0,16.0,16.0,15.0,17.0,17.0,18.0,21.0,27.0,29.0,30.0,34.0,36.0,42.0,48.0,52.0,58.0,66.0,72.0,75.0,83.0,90.0,102.0,112.0,125.0,141.0,151.0,156.0,163.0,167.0
MX-JAL,Mexico,Jalisco,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1,1.0,2.0,3,3,3,3.0,3.0,3,4.0,6.0,6.0,6.0,7.0,7,8.0,8.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,14.0,15.0,15.0,19.0,20.0,23.0,25.0,25.0,25.0,25.0,28.0,30.0,32.0,33.0,34.0,35.0,37.0,41.0,47.0,48.0,52.0,55.0,55.0,59.0,64.0,69.0,76.0,81.0,84.0,90.0
MX-MIC,Mexico,Michoacan,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,1.0,1,1.0,1.0,3.0,3.0,8.0,9,11.0,11.0,16.0,19.0,22.0,27.0,35.0,43.0,46.0,49.0,52.0,55.0,58.0,71.0,82.0,95.0,104.0,110.0,116.0,34.0,37.0,38.0,42.0,45.0,48.0,51.0,54.0,56.0,57.0,58.0,59.0,62.0,67.0,71.0,73.0,77.0,79.0,81.0,87.0,88.0,91.0,94.0
MX-MOR,Mexico,Morelos,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1,1,1,1.0,1.0,1,1.0,1.0,1.0,3.0,3.0,4,5.0,5.0,7.0,8.0,9.0,9.0,11.0,12.0,13.0,14.0,16.0,17.0,17.0,19.0,21.0,24.0,26.0,28.0,31.0,27.0,28.0,30.0,36.0,43.0,46.0,49.0,57.0,69.0,74.0,84.0,93.0,99.0,99.0,99.0,125.0,134.0,139.0,142.0,144.0,150.0,150.0,182.0
MX-MEX,Mexico,Mexico,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,1.0,1.0,1,3.0,3.0,3.0,3.0,3.0,4,5.0,7.0,7.0,7.0,7.0,7.0,9.0,10.0,10.0,10.0,11.0,12.0,12.0,14.0,18.0,20.0,24.0,25.0,27.0,122.0,128.0,143.0,169.0,185.0,191.0,199.0,207.0,227.0,244.0,275.0,300.0,321.0,340.0,343.0,378.0,405.0,433.0,453.0,470.0,478.0,484.0,503.0
MX-NAY,Mexico,Nayarit,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,17.0,20.0,20.0,21.0,22.0,23.0,23.0,25.0,26.0,26.0,26.0,29.0,30.0,31.0,35.0
MX-NLE,Mexico,Nuevo Leon,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,2.0,3.0,4,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,9.0,10.0,12.0,13.0,16.0,17.0,19.0,20.0,23.0,25.0,28.0,32.0,33.0,33.0,33.0,33.0,36.0,39.0,42.0,49.0,49.0,49.0,49.0,54.0
MX-OAX,Mexico,Oaxaca,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,8.0,9.0,11.0,13.0,15.0,15.0,17.0,18.0,19.0,20.0,22.0,23.0,24.0,27.0,30.0,32.0,37.0,40.0,45.0,45.0,51.0,54.0,58.0,63.0,67.0,69.0,75.0,78.0
MX-PUE,Mexico,Puebla,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,4,9.0,10.0,15.0,18.0,20.0,22.0,27.0,31.0,32.0,37.0,40.0,41.0,45.0,53.0,56.0,61.0,62.0,65.0,65.0,65.0,75.0,81.0,86.0,88.0,92.0,102.0,106.0,113.0,116.0,124.0,129.0,145.0,145.0,146.0,160.0,165.0,167.0,180.0,184.0,188.0,191.0,220.0
MX-QUE,Mexico,Queretaro,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.0,1.0,1,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,10.0,12.0,12.0,13.0,13.0,15.0,16.0,17.0,19.0,19.0,20.0,21.0,21.0,22.0,25.0,26.0,27.0,30.0,31.0,35.0,43.0,45.0,52.0
MX-ROO,Mexico,Quintana Roo,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,1,1,1.0,1.0,1,1.0,1.0,2.0,4.0,8.0,9,10.0,12.0,13.0,18.0,19.0,22.0,25.0,27.0,28.0,31.0,31.0,31.0,34.0,47.0,56.0,61.0,71.0,76.0,79.0,85.0,90.0,108.0,114.0,116.0,116.0,118.0,119.0,142.0,158.0,168.0,175.0,182.0,183.0,192.0,211.0,222.0,229.0,234.0,242.0,246.0,253.0,262.0
MX-SLP,Mexico,San Luis Potosi,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,2.0,2,2,2,2.0,2.0,2,2.0,2.0,2.0,2.0,3.0,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,12.0,12.0,12.0,14.0,17.0,19.0,19.0,20.0,22.0,23.0,23.0
MX-SIN,Mexico,Sinaloa,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,3.0,3.0,4,4.0,5.0,10.0,12.0,12.0,13,13.0,15.0,18.0,24.0,24.0,28.0,34.0,38.0,40.0,43.0,45.0,45.0,45.0,52.0,59.0,62.0,92.0,98.0,105.0,122.0,130.0,133.0,139.0,159.0,163.0,170.0,173.0,173.0,180.0,197.0,204.0,207.0,213.0,216.0,230.0,248.0,253.0,261.0,282.0,285.0,299.0,320.0
MX-SON,Mexico,Sonora,2020-05-20 15:47:55.324946,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1,2.0,4.0,5.0,5.0,5.0,9.0,9.0,9.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,16.0,16.0,18.0,18.0,18.0,19.0,20.0,20.0,23.0,23.0,23.0,23.0,23.0,24.0,25.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,34.0,35.0,37.0,38.0,45.0
