ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06
DO-21,Dominican Republic,Samana,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,4,4,4,4.0,4.0,5.0,7.0,7,8.0,8.0,9,9,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-31,Dominican Republic,San Cristobal,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1.0,1.0,1.0,4.0,5,6.0,8.0,9,9,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-22,Dominican Republic,San Jose de Ocoa,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-23,Dominican Republic,San Juan,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,1,2.0,2.0,2.0,2.0,2,2.0,3.0,3,5,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-24,Dominican Republic,San Pedro de Macoris,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,4,6.0,7.0,10.0,10.0,12,13.0,15.0,16,17,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-25,Dominican Republic,Sanchez Ramirez,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,1.0,6.0,6,6.0,7.0,7,9,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-26,Dominican Republic,Santiago,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,12,29.0,30.0,44.0,53.0,57,66.0,90.0,97,97,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-32,Dominican Republic,Santiago Rodriguez,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,2,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-01,Dominican Republic,Santo Domingo,2020-08-07 19:28:25.003311,0.0,0,0,0,0,1,1,1,1,1,,,0,0,0,0,0,0,0,0.0,0.0,0,2,2,10,31.0,39.0,40.0,52.0,55,66.0,79.0,101,106,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO-27,Dominican Republic,Valverde,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1.0,1.0,1.0,1.0,2,2.0,2.0,2,2,,,0,0,0.0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC-A,Ecuador,Azuay,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,1.0,1.0,5,5,14,18,19.0,19.0,23.0,28.0,31,37.0,42.0,42,53,57.0,78.0,94,99,99.0,99.0,99,100,100,107,116,151,154.0,178.0,182.0,192.0,200.0,205.0,207.0,217.0,223.0,232.0,247.0,273.0,285.0,449.0,449.0,449.0,314.0,426.0,432.0,460.0,490.0,505.0,551.0,569.0,569.0,519.0,561.0,565.0,565.0,569.0,577.0,576.0,579.0,583.0,657.0,671.0,693.0,700.0,730.0,766.0,775.0,782.0,793.0,797.0,799.0,816.0,819.0,825.0,847.0,869.0,869.0,881.0,900.0,930.0,956.0,987.0,1015.0,1030.0,1043.0,1090.0,1108.0,1160.0,1192.0,1232.0,1249.0,1262.0,1281.0,1294.0,1349.0,1361.0,1375.0,1414.0,1424.0,1475.0,1516.0,1551.0,1598.0,1656.0,1677.0,1752.0,1762.0,1791.0,1843.0,1889.0,1917.0,1935.0,1993.0,2011.0,2063.0,2099.0,2190.0,2231.0,2262.0,2336.0,2363.0,2401.0,2463.0,2510.0,2590.0,2651.0,2662.0,2681.0,2805.0,2856.0,2933.0,2986.0,3013.0,3033.0,3076.0,3106.0,3185.0,3326.0,3439.0,3469.0,3534.0,3604.0,3740.0,3792.0
EC-B,Ecuador,Bolivar,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,4,5.0,8.0,9.0,9.0,11,11.0,12.0,14,14,14.0,15.0,20,26,26.0,26.0,27,27,27,27,30,32,33.0,33.0,33.0,33.0,33.0,39.0,39.0,45.0,49.0,54.0,55.0,59.0,66.0,105.0,105.0,105.0,124.0,125.0,129.0,133.0,151.0,162.0,191.0,176.0,176.0,163.0,197.0,159.0,163.0,167.0,166.0,179.0,180.0,180.0,206.0,218.0,230.0,240.0,257.0,271.0,288.0,289.0,295.0,298.0,299.0,305.0,305.0,309.0,309.0,311.0,312.0,316.0,321.0,328.0,337.0,344.0,358.0,367.0,368.0,371.0,401.0,421.0,438.0,449.0,452.0,463.0,474.0,478.0,490.0,509.0,512.0,515.0,516.0,520.0,542.0,560.0,592.0,601.0,626.0,636.0,648.0,654.0,690.0,719.0,740.0,755.0,759.0,781.0,788.0,801.0,802.0,828.0,832.0,878.0,896.0,912.0,931.0,935.0,984.0,988.0,1006.0,1027.0,1027.0,1038.0,1038.0,1046.0,1053.0,1065.0,1099.0,1100.0,1121.0,1148.0,1152.0,1160.0,1164.0,1164.0,1165.0,1166.0
EC-F,Ecuador,Canar,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,3,3.0,4.0,5.0,7.0,12,15.0,16.0,19,26,28.0,39.0,49,53,56.0,56.0,59,59,59,64,75,90,94.0,97.0,100.0,104.0,105.0,117.0,118.0,125.0,137.0,145.0,149.0,162.0,166.0,269.0,269.0,269.0,211.0,285.0,288.0,297.0,312.0,328.0,377.0,389.0,389.0,272.0,349.0,239.0,239.0,241.0,240.0,250.0,250.0,251.0,269.0,272.0,277.0,288.0,288.0,296.0,300.0,301.0,305.0,306.0,313.0,319.0,327.0,330.0,331.0,331.0,331.0,343.0,344.0,352.0,360.0,366.0,371.0,371.0,372.0,374.0,380.0,383.0,389.0,411.0,413.0,426.0,428.0,428.0,438.0,442.0,450.0,450.0,457.0,464.0,471.0,476.0,481.0,529.0,537.0,540.0,542.0,545.0,548.0,549.0,558.0,559.0,560.0,566.0,578.0,583.0,587.0,595.0,608.0,621.0,626.0,627.0,631.0,632.0,638.0,643.0,649.0,651.0,658.0,667.0,668.0,687.0,691.0,691.0,698.0,701.0,721.0,739.0,750.0,755.0,758.0,817.0,844.0,853.0
EC-C,Ecuador,Carchi,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,1.0,1.0,1,1,1.0,2.0,3,4,4,4,5,5,5.0,6.0,6.0,6.0,6.0,7.0,9.0,9.0,9.0,10.0,12.0,12.0,14.0,31.0,31.0,31.0,28.0,30.0,33.0,33.0,35.0,39.0,39.0,39.0,39.0,48.0,48.0,52.0,52.0,60.0,52.0,67.0,67.0,67.0,70.0,85.0,90.0,97.0,107.0,122.0,134.0,143.0,147.0,163.0,168.0,168.0,187.0,203.0,203.0,208.0,237.0,256.0,273.0,283.0,289.0,295.0,322.0,326.0,327.0,349.0,359.0,373.0,388.0,415.0,417.0,483.0,495.0,508.0,509.0,516.0,523.0,539.0,539.0,548.0,552.0,603.0,611.0,612.0,657.0,657.0,741.0,753.0,775.0,810.0,821.0,838.0,838.0,841.0,847.0,888.0,888.0,918.0,921.0,921.0,978.0,1022.0,1056.0,1060.0,1073.0,1073.0,1073.0,1090.0,1119.0,1222.0,1239.0,1256.0,1271.0,1271.0,1288.0,1308.0,1311.0,1323.0,1336.0,1336.0,1336.0,1348.0,1352.0,1369.0
EC-H,Ecuador,Chimborazo,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2.0,2.0,3.0,3.0,4,4.0,4.0,4,7,7.0,10.0,10,11,14.0,14.0,16,17,20,25,27,31,31.0,38.0,38.0,41.0,44.0,53.0,85.0,86.0,89.0,102.0,102.0,104.0,115.0,195.0,195.0,195.0,143.0,164.0,173.0,187.0,208.0,212.0,223.0,242.0,242.0,265.0,290.0,283.0,285.0,290.0,292.0,372.0,374.0,374.0,394.0,417.0,456.0,479.0,499.0,523.0,545.0,585.0,607.0,640.0,707.0,708.0,744.0,800.0,800.0,802.0,852.0,915.0,986.0,1036.0,1061.0,1104.0,1123.0,1172.0,1198.0,1256.0,1307.0,1339.0,1374.0,1420.0,1478.0,1531.0,1583.0,1664.0,1677.0,1690.0,1717.0,1755.0,1756.0,1796.0,1811.0,1862.0,1949.0,1988.0,2024.0,2029.0,2084.0,2087.0,2156.0,2157.0,2186.0,2207.0,2228.0,2240.0,2370.0,2426.0,2427.0,2518.0,2523.0,2538.0,2636.0,2647.0,2693.0,2854.0,2856.0,2868.0,2872.0,2887.0,2898.0,2906.0,2908.0,2955.0,2970.0,2986.0,3040.0,3051.0,3189.0,3223.0,3230.0,3231.0,3233.0,3247.0,3260.0,3260.0
EC-X,Ecuador,Cotopaxi,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,3.0,3.0,5,6,6.0,6.0,6,7,9.0,9.0,12,12,14,14,15,17,23.0,24.0,25.0,26.0,26.0,26.0,26.0,28.0,33.0,35.0,35.0,35.0,38.0,59.0,59.0,59.0,42.0,49.0,49.0,53.0,58.0,63.0,66.0,69.0,69.0,83.0,84.0,92.0,92.0,96.0,92.0,100.0,100.0,100.0,100.0,105.0,105.0,108.0,110.0,121.0,122.0,133.0,134.0,137.0,142.0,143.0,144.0,148.0,149.0,152.0,152.0,167.0,168.0,169.0,170.0,171.0,174.0,184.0,186.0,186.0,187.0,197.0,198.0,199.0,204.0,212.0,214.0,214.0,222.0,223.0,224.0,231.0,232.0,241.0,242.0,249.0,253.0,259.0,278.0,285.0,302.0,303.0,320.0,331.0,354.0,365.0,365.0,382.0,382.0,399.0,402.0,422.0,459.0,460.0,472.0,507.0,527.0,528.0,554.0,587.0,593.0,652.0,660.0,675.0,745.0,770.0,774.0,775.0,873.0,881.0,884.0,895.0,923.0,923.0,923.0,965.0,1017.0,1064.0
EC-O,Ecuador,El Oro,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,7,11,19.0,37.0,81,128,187,318,397.0,607.0,769.0,826.0,885,1021.0,1202.0,1345,1377,1397.0,1615.0,1941,2243,2388.0,2402.0,2524,2534,2706,3047,3384,5281,5290.0,5381.0,5395.0,5417.0,5551.0,5754.0,5777.0,6150.0,6446.0,6921.0,7108.0,7391.0,7502.0,15365.0,15365.0,15365.0,10172.0,10200.0,10417.0,10436.0,11207.0,11695.0,13053.0,14192.0,14192.0,12411.0,12577.0,11532.0,11577.0,11705.0,11876.0,11999.0,12046.0,12046.0,12081.0,12907.0,13055.0,13097.0,13175.0,13363.0,13482.0,13516.0,13570.0,13787.0,13833.0,13862.0,13890.0,13925.0,13928.0,14044.0,14061.0,14091.0,14128.0,14184.0,14276.0,14326.0,14362.0,14422.0,14438.0,14475.0,14507.0,14559.0,14615.0,14626.0,14639.0,14649.0,14680.0,14700.0,14728.0,14769.0,14783.0,14786.0,14804.0,14836.0,14861.0,14894.0,14934.0,14968.0,14988.0,15000.0,15012.0,15903.0,15973.0,16013.0,16094.0,16104.0,16129.0,16176.0,16231.0,16275.0,16342.0,16453.0,16480.0,16506.0,16610.0,16682.0,16810.0,16920.0,16992.0,17015.0,17030.0,17172.0,17210.0,17257.0,17275.0,17300.0,17315.0,17322.0,17365.0,17436.0,17465.0,17517.0,17576.0,17583.0,17593.0,17629.0,17669.0,17776.0
EC-E,Ecuador,Esmeraldas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,3,4.0,9.0,9.0,11.0,11,11.0,11.0,15,15,15.0,17.0,18,24,25.0,31.0,32,46,50,51,54,65,65.0,74.0,85.0,86.0,90.0,99.0,105.0,108.0,112.0,116.0,121.0,124.0,130.0,219.0,219.0,219.0,145.0,157.0,160.0,167.0,208.0,208.0,215.0,220.0,220.0,222.0,229.0,223.0,228.0,256.0,241.0,253.0,253.0,253.0,287.0,299.0,299.0,308.0,324.0,333.0,344.0,357.0,363.0,368.0,385.0,387.0,392.0,396.0,396.0,396.0,398.0,428.0,433.0,444.0,456.0,458.0,475.0,480.0,480.0,496.0,508.0,525.0,535.0,538.0,544.0,554.0,561.0,583.0,591.0,604.0,616.0,618.0,636.0,643.0,653.0,675.0,681.0,705.0,732.0,746.0,773.0,777.0,783.0,801.0,820.0,823.0,848.0,868.0,888.0,890.0,922.0,959.0,980.0,1019.0,1023.0,1028.0,1051.0,1081.0,1097.0,1104.0,1105.0,1141.0,1167.0,1196.0,1212.0,1244.0,1253.0,1288.0,1313.0,1367.0,1393.0,1425.0,1441.0,1464.0,1500.0,1548.0,1563.0,1576.0
EC-W,Ecuador,Galapagos,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,2,3.0,4.0,4.0,4.0,8,8.0,9.0,9,9,9.0,10.0,15,16,18.0,20.0,20,21,21,21,24,32,32.0,33.0,33.0,33.0,34.0,35.0,43.0,43.0,47.0,49.0,51.0,51.0,58.0,97.0,97.0,97.0,77.0,81.0,81.0,89.0,98.0,99.0,99.0,99.0,99.0,104.0,108.0,114.0,114.0,126.0,114.0,141.0,141.0,141.0,146.0,149.0,151.0,152.0,168.0,171.0,176.0,179.0,188.0,190.0,195.0,198.0,199.0,202.0,202.0,202.0,203.0,220.0,222.0,226.0,231.0,234.0,239.0,250.0,251.0,273.0,295.0,312.0,320.0,341.0,344.0,376.0,385.0,428.0,444.0,448.0,452.0,460.0,461.0,504.0,508.0,544.0,545.0,551.0,566.0,575.0,578.0,603.0,617.0,665.0,712.0,716.0,716.0,739.0,780.0,814.0,840.0,856.0,860.0,887.0,889.0,962.0,993.0,1002.0,1048.0,1128.0,1129.0,1139.0,1166.0,1182.0,1215.0,1253.0,1269.0,1277.0,1350.0,1395.0,1451.0,1476.0,1494.0,1513.0,1513.0,1541.0,1585.0,1617.0
EC-G,Ecuador,Guayas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,5,5.0,5.0,5.0,7.0,8,9.0,12.0,13,15,21.0,22.0,27,27,27.0,27.0,27,27,27,34,49,56,59.0,65.0,69.0,72.0,85.0,86.0,98.0,105.0,116.0,128.0,132.0,132.0,136.0,213.0,213.0,213.0,143.0,223.0,224.0,232.0,251.0,270.0,316.0,315.0,315.0,209.0,274.0,252.0,252.0,257.0,255.0,259.0,260.0,260.0,279.0,296.0,300.0,306.0,309.0,322.0,323.0,324.0,327.0,334.0,336.0,344.0,345.0,354.0,355.0,357.0,357.0,428.0,448.0,455.0,460.0,479.0,483.0,494.0,494.0,503.0,513.0,536.0,549.0,558.0,571.0,588.0,591.0,613.0,636.0,658.0,672.0,679.0,681.0,708.0,728.0,762.0,767.0,830.0,853.0,853.0,864.0,882.0,981.0,1046.0,1061.0,1095.0,1095.0,1152.0,1162.0,1206.0,1272.0,1297.0,1323.0,1393.0,1450.0,1471.0,1521.0,1566.0,1607.0,1712.0,1740.0,1842.0,1896.0,1955.0,1991.0,2064.0,2111.0,2216.0,2328.0,2395.0,2503.0,2553.0,2610.0,2620.0,2742.0,2793.0,2828.0,2863.0
EC-I,Ecuador,Imbabura,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,1,8,8,9,9.0,25.0,27.0,32.0,38,38.0,40.0,44,50,50.0,54.0,56,61,67.0,71.0,77,87,115,132,159,188,204.0,214.0,215.0,219.0,227.0,244.0,262.0,274.0,286.0,296.0,296.0,316.0,330.0,1869.0,1869.0,1869.0,514.0,554.0,601.0,612.0,633.0,799.0,934.0,1382.0,1382.0,1046.0,1263.0,1173.0,1195.0,1299.0,1226.0,1277.0,1280.0,1281.0,1374.0,1468.0,1528.0,1601.0,1638.0,1736.0,1751.0,1814.0,1855.0,1895.0,1988.0,2056.0,2150.0,2198.0,2199.0,2206.0,2235.0,2328.0,2379.0,2516.0,2672.0,2696.0,2821.0,2833.0,2838.0,2950.0,2990.0,3120.0,3209.0,3248.0,3335.0,3354.0,3532.0,3586.0,3642.0,3705.0,3710.0,3761.0,3762.0,3869.0,4039.0,4137.0,4174.0,4246.0,4288.0,4347.0,4445.0,4499.0,4551.0,4615.0,4643.0,4647.0,4720.0,4798.0,4820.0,4890.0,4931.0,5056.0,5110.0,5186.0,5276.0,5351.0,5439.0,5543.0,5664.0,5688.0,5722.0,5841.0,5951.0,6012.0,6015.0,6068.0,6178.0,6210.0,6270.0,6339.0,6470.0,6488.0,6565.0,6577.0,6688.0,6734.0,6757.0,6901.0
EC-L,Ecuador,Loja,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,1.0,1,1,1.0,2.0,2,2,2,2,2,3,4.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,20.0,20.0,20.0,15.0,19.0,23.0,23.0,30.0,36.0,40.0,42.0,42.0,40.0,40.0,43.0,43.0,54.0,43.0,61.0,61.0,61.0,88.0,95.0,101.0,105.0,115.0,118.0,125.0,145.0,152.0,166.0,190.0,195.0,201.0,201.0,201.0,201.0,201.0,220.0,229.0,238.0,267.0,286.0,311.0,325.0,325.0,327.0,345.0,349.0,361.0,390.0,390.0,404.0,406.0,406.0,445.0,496.0,501.0,501.0,501.0,526.0,526.0,555.0,555.0,556.0,564.0,564.0,586.0,593.0,613.0,639.0,652.0,653.0,656.0,660.0,670.0,691.0,698.0,726.0,726.0,726.0,762.0,770.0,785.0,786.0,810.0,814.0,820.0,832.0,836.0,858.0,876.0,891.0,892.0,892.0,920.0,930.0,931.0,940.0,947.0,947.0,947.0,947.0,947.0,950.0
EC-R,Ecuador,Los Rios,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,2,2.0,6.0,9.0,14.0,17,20.0,21.0,23,25,30.0,34.0,52,56,56.0,56.0,56,58,58,82,97,137,149.0,150.0,160.0,166.0,183.0,193.0,207.0,247.0,257.0,266.0,276.0,289.0,300.0,477.0,477.0,477.0,327.0,448.0,457.0,474.0,559.0,575.0,624.0,643.0,643.0,628.0,673.0,652.0,658.0,672.0,664.0,707.0,710.0,716.0,839.0,907.0,920.0,935.0,959.0,976.0,994.0,1004.0,1017.0,1025.0,1039.0,1050.0,1051.0,1062.0,1066.0,1088.0,1094.0,1167.0,1210.0,1213.0,1223.0,1278.0,1305.0,1309.0,1320.0,1323.0,1347.0,1380.0,1442.0,1489.0,1514.0,1574.0,1580.0,1595.0,1657.0,1743.0,1759.0,1790.0,1803.0,1817.0,1861.0,1882.0,1944.0,1976.0,2013.0,2017.0,2022.0,2042.0,2073.0,2135.0,2156.0,2173.0,2189.0,2192.0,2259.0,2278.0,2296.0,2329.0,2354.0,2406.0,2432.0,2445.0,2496.0,2580.0,2617.0,2626.0,2632.0,2739.0,2745.0,2758.0,2764.0,2879.0,2904.0,2922.0,3001.0,3062.0,3118.0,3181.0,3233.0,3248.0,3291.0,3342.0,3346.0,3357.0
EC-M,Ecuador,Manabi,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,4,4,6.0,8.0,8,12,16,35,50.0,60.0,65.0,72.0,108,121.0,137.0,171,188,191.0,219.0,248,259,285.0,321.0,345,395,418,440,494,579,606.0,627.0,634.0,646.0,674.0,736.0,779.0,794.0,819.0,841.0,868.0,926.0,991.0,1634.0,1634.0,1634.0,1194.0,1298.0,1351.0,1420.0,1507.0,1593.0,1698.0,1732.0,1732.0,1913.0,1956.0,1988.0,2064.0,2096.0,2071.0,2336.0,2339.0,2339.0,2484.0,2520.0,2582.0,2681.0,2840.0,2952.0,3054.0,3201.0,3344.0,3405.0,3540.0,3626.0,3769.0,3859.0,3911.0,3929.0,3940.0,4042.0,4087.0,4166.0,4279.0,4375.0,4478.0,4598.0,4713.0,4830.0,4898.0,4946.0,5060.0,5185.0,5233.0,5329.0,5457.0,5538.0,5645.0,5765.0,5902.0,6053.0,6172.0,6279.0,6456.0,6620.0,6744.0,6850.0,6983.0,7081.0,7220.0,7931.0,8253.0,8574.0,8806.0,8924.0,8994.0,9191.0,9458.0,9642.0,9876.0,10414.0,10673.0,10681.0,10920.0,11079.0,11269.0,11478.0,11645.0,11714.0,12089.0,12704.0,12956.0,13159.0,13449.0,13655.0,13811.0,13925.0,14139.0,14362.0,14655.0,14813.0,14919.0,14972.0,15013.0,15191.0,15542.0,16485.0
