ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06
CL-VS,Chile,Valparaiso,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,1,1,4,5,13.0,16.0,19.0,25.0,32,44.0,49.0,71,80,108.0,115.0,136,156,176.0,185.0,191,198,214,225,230,241,248.0,254.0,273.0,285.0,299.0,330.0,345.0,359.0,381.0,388.0,403.0,421.0,429.0,436.0,454.0,460.0,485.0,493.0,526.0,559.0,568.0,614.0,638.0,656.0,687.0,716.0,781.0,828.0,878.0,933.0,970.0,1029.0,1123.0,1213.0,1312.0,1365.0,1474.0,1553.0,1639.0,1770.0,1887.0,2020.0,2116.0,2230.0,2305.0,2455.0,2576.0,2730.0,2842.0,3037.0,3167.0,3348.0,3595.0,3769.0,4017.0,4266.0,4580.0,4862.0,5149.0,5391.0,5614.0,5865.0,6171.0,6527.0,6758.0,7012.0,7262.0,8253.0,8473.0,8758.0,9014.0,9298.0,9615.0,9901.0,10187.0,10482.0,10797.0,11054.0,11307.0,11541.0,11752.0,12008.0,12201.0,12465.0,12766.0,13051.0,13231.0,13433.0,13598.0,13797.0,14053.0,14257.0,14516.0,14734.0,14903.0,15016.0,15068.0,15261.0,15406.0,15589.0,15771.0,15914.0,16118.0,16316.0,16475.0,16724.0,16863.0,17014.0,17146.0,17256.0,17429.0,17580.0,17767.0,17960.0,18083.0,,18328.0,18519.0
CO-AMA,Colombia,Amazonas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,12.0,14.0,37.0,40.0,0.0,77.0,104.0,0.0,105.0,136.0,182.0,229.0,230.0,0.0,418.0,430.0,433.0,527.0,718.0,743.0,871.0,924.0,1003.0,1004.0,1007.0,1183.0,1221.0,1312.0,1385.0,1386.0,1388.0,1450.0,1505.0,1534.0,1723.0,1762.0,1800.0,1834.0,1850.0,0.0,1854.0,1900.0,0.0,1954.0,1980.0,1992.0,2029.0,2033.0,2066.0,2075.0,2091.0,2111.0,2126.0,2131.0,2171.0,2179.0,2184.0,2192.0,0.0,2204.0,0.0,2211.0,2220.0,2228.0,2241.0,2252.0,2259.0,2277.0,2300.0,2319.0,2325.0,2328.0,2335.0,2364.0,2384.0,2391.0,2394.0,2399.0,2406.0,2411.0,2419.0,2428.0,2434.0,0.0,2444.0,2446.0,2455.0,0.0,2459.0,0.0,2467.0,2471.0,2480.0,2498.0,2504.0,2507.0,0.0,2508.0,2510.0,0.0,2511.0,2513.0,0.0,0.0,2524.0,2537.0
CO-ANT,Colombia,Antioquia,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,4,0,0,7,8.0,0.0,0,0,11,22,25.0,30.0,52.0,0.0,60,0.0,0.0,67,86,96.0,101.0,107,127,145.0,150.0,172,183,198,235,239,246,252.0,260.0,273.0,290.0,302.0,309.0,325.0,334.0,352.0,363.0,366.0,378.0,401.0,407.0,409.0,412.0,420.0,423.0,428.0,432.0,435.0,436.0,443.0,448.0,451.0,456.0,460.0,464.0,466.0,468.0,474.0,481.0,491.0,501.0,509.0,518.0,534.0,543.0,561.0,573.0,587.0,616.0,677.0,720.0,861.0,932.0,957.0,1005.0,1024.0,1059.0,1103.0,1171.0,1200.0,1260.0,1328.0,1360.0,1451.0,1518.0,1573.0,1647.0,1703.0,1730.0,1781.0,1882.0,2019.0,2146.0,2272.0,2366.0,2494.0,2654.0,2752.0,2923.0,3010.0,3100.0,3242.0,3463.0,3653.0,3871.0,4089.0,4220.0,4430.0,4659.0,4978.0,5261.0,5673.0,5987.0,6384.0,6772.0,7246.0,7825.0,8451.0,8744.0,9251.0,9580.0,10571.0,11346.0,12279.0,13331.0,14685.0,15644.0,16838.0,18688.0,19748.0,20610.0,21920.0,23033.0,24142.0,26119.0,27227.0,28844.0,30687.0,32760.0,35747.0,38028.0,40930.0,41981.0,43371.0,44730.0
CO-ARA,Colombia,Arauca,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,46.0,0.0,0.0,51.0,53.0,55.0,61.0,70.0,72.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,82.0,0.0,96.0,0.0,0.0,129.0,0.0,135.0,141.0,0.0,0.0,147.0,0.0,160.0,161.0,0.0,0.0,165.0,170.0,171.0,173.0,174.0,0.0,181.0,0.0,0.0,183.0,200.0,202.0,213.0,219.0,239.0,246.0,248.0,251.0,305.0
CO-ATL,Colombia,Atlantico,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2.0,0,0,5,0,7.0,0.0,0.0,9.0,13,0.0,16.0,20,24,25.0,33.0,35,0,47.0,0.0,51,52,60,67,73,79,84.0,89.0,92.0,94.0,95.0,97.0,100.0,106.0,108.0,111.0,115.0,118.0,125.0,134.0,156.0,176.0,218.0,236.0,253.0,309.0,363.0,414.0,491.0,530.0,640.0,678.0,759.0,867.0,907.0,970.0,1022.0,1124.0,1268.0,1383.0,1493.0,1560.0,1746.0,1827.0,1923.0,2047.0,2189.0,2371.0,2603.0,2773.0,2853.0,3019.0,3115.0,3281.0,3425.0,3733.0,3932.0,4117.0,4551.0,4757.0,5403.0,5852.0,6142.0,6499.0,6761.0,7097.0,7503.0,7933.0,8598.0,9081.0,9842.0,10886.0,11428.0,12230.0,13154.0,13885.0,14764.0,15487.0,16239.0,16880.0,17971.0,18591.0,20245.0,21192.0,22050.0,22781.0,23361.0,24214.0,25183.0,25790.0,26409.0,27255.0,27923.0,28735.0,29574.0,30619.0,31886.0,32639.0,33702.0,34587.0,35651.0,36428.0,38395.0,41006.0,43157.0,43809.0,44703.0,45485.0,45947.0,46594.0,47004.0,47572.0,48438.0,49036.0,50212.0,50731.0,51784.0,52314.0,53121.0,53826.0,54433.0,55202.0,55661.0,56118.0
CO-DC,Colombia,Bogota,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,3,5,6,16,26.0,32.0,39,44,52,79,84.0,88.0,117.0,158.0,172,179.0,217.0,255,288,343.0,383.0,464,532,576.0,680.0,710,761,845,975,1011,1099,1143.0,1162.0,1186.0,1222.0,1270.0,1313.0,1372.0,1458.0,1577.0,1656.0,1730.0,1814.0,1861.0,2040.0,2129.0,2221.0,2326.0,2390.0,2523.0,2612.0,2759.0,2830.0,2942.0,3069.0,3262.0,3462.0,3592.0,3817.0,4027.0,4154.0,4305.0,4563.0,4685.0,4892.0,5007.0,5284.0,5525.0,5721.0,5936.0,6189.0,6311.0,6591.0,6974.0,7211.0,7386.0,7742.0,8045.0,8538.0,9163.0,9637.0,9988.0,10371.0,10744.0,11249.0,11783.0,12155.0,12564.0,12888.0,13331.0,13710.0,14130.0,14537.0,14939.0,15458.0,16037.0,16405.0,16842.0,17396.0,18181.0,19240.0,19766.0,20708.0,21541.0,22409.0,23369.0,24639.0,25542.0,27118.0,27928.0,29319.0,30018.0,31422.0,32728.0,34130.0,35266.0,36553.0,37639.0,39246.0,40731.0,42338.0,45040.0,47525.0,49653.0,51286.0,53133.0,55057.0,56831.0,58947.0,60437.0,63306.0,65640.0,67903.0,70891.0,74642.0,77930.0,81224.0,84256.0,86894.0,91447.0,95229.0,98240.0,101957.0,104659.0,109157.0,111297.0,113564.0,117807.0,123875.0
CO-BOL,Colombia,Bolivar,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,3.0,5.0,6,9,10,11,15.0,0.0,16.0,21.0,26,0.0,0.0,28,37,40.0,42.0,0,0,45.0,0.0,0,56,59,71,88,109,117.0,123.0,134.0,145.0,159.0,167.0,173.0,183.0,184.0,195.0,199.0,0.0,204.0,220.0,226.0,240.0,244.0,257.0,268.0,294.0,308.0,334.0,353.0,373.0,406.0,431.0,436.0,537.0,582.0,679.0,742.0,824.0,937.0,1052.0,1147.0,1274.0,1344.0,1492.0,1576.0,1667.0,1795.0,1846.0,2024.0,2266.0,2305.0,2379.0,2515.0,2665.0,2845.0,3041.0,3191.0,3270.0,3364.0,3571.0,3715.0,3858.0,3969.0,4128.0,4222.0,4364.0,4484.0,4623.0,4754.0,4905.0,5146.0,5253.0,5421.0,5534.0,5824.0,6228.0,6470.0,6735.0,7045.0,7215.0,7456.0,7851.0,8137.0,8560.0,8792.0,8949.0,9117.0,9410.0,9647.0,9872.0,10152.0,10512.0,10741.0,10956.0,11265.0,11479.0,11752.0,11932.0,12225.0,12365.0,12616.0,12865.0,13651.0,14175.0,14757.0,14976.0,15212.0,15513.0,15718.0,15948.0,16123.0,16291.0,16700.0,16888.0,17368.0,17626.0,17906.0,18239.0,18597.0,18870.0,19209.0,19309.0,19550.0,19657.0
CO-BOY,Colombia,Boyaca,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,2.0,0.0,0,3,4.0,6.0,0,0,0.0,13.0,0,0,0,19,24,27,31.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,37.0,0.0,39.0,46.0,47.0,0.0,58.0,60.0,0.0,61.0,0.0,0.0,67.0,77.0,79.0,87.0,88.0,0.0,105.0,0.0,108.0,120.0,126.0,136.0,144.0,152.0,159.0,162.0,166.0,178.0,181.0,189.0,190.0,211.0,0.0,212.0,214.0,220.0,221.0,223.0,0.0,225.0,227.0,231.0,236.0,0.0,240.0,245.0,250.0,255.0,261.0,265.0,289.0,294.0,301.0,306.0,311.0,327.0,332.0,340.0,351.0,355.0,359.0,375.0,382.0,398.0,405.0,413.0,425.0,431.0,441.0,444.0,459.0,476.0,484.0,492.0,497.0,514.0,521.0,538.0,602.0,613.0,631.0,647.0,656.0,690.0,714.0,729.0,751.0,791.0,813.0,839.0,929.0,982.0,1030.0,1090.0,1153.0,1210.0,1238.0,1305.0,1376.0
CO-CAL,Colombia,Caldas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,2,0,3.0,6.0,7.0,9.0,11,0.0,12.0,13,14,15.0,0.0,0,16,0.0,0.0,0,0,0,19,24,25,33.0,34.0,36.0,0.0,42.0,44.0,47.0,0.0,0.0,49.0,0.0,0.0,0.0,52.0,0.0,53.0,0.0,56.0,59.0,69.0,0.0,79.0,0.0,0.0,91.0,94.0,0.0,0.0,100.0,0.0,0.0,104.0,0.0,108.0,109.0,119.0,120.0,0.0,0.0,126.0,0.0,0.0,127.0,128.0,0.0,130.0,134.0,135.0,0.0,0.0,0.0,138.0,147.0,157.0,162.0,164.0,173.0,176.0,0.0,180.0,185.0,188.0,191.0,0.0,196.0,200.0,205.0,0.0,207.0,211.0,216.0,218.0,231.0,237.0,238.0,240.0,243.0,244.0,254.0,258.0,260.0,264.0,267.0,0.0,271.0,0.0,273.0,278.0,279.0,287.0,294.0,0.0,302.0,0.0,304.0,308.0,325.0,342.0,360.0,389.0,396.0,416.0,509.0,550.0,582.0,649.0,710.0,722.0,733.0,792.0,850.0,957.0,990.0,1021.0,1035.0,1058.0,1109.0,1158.0
CO-CAQ,Colombia,Caqueta,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,19.0,0.0,0.0,20.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,35.0,0.0,0.0,39.0,43.0,0.0,54.0,55.0,60.0,67.0,80.0,81.0,86.0,97.0,112.0,118.0,124.0,128.0,169.0,182.0,221.0,325.0,395.0,452.0,478.0,486.0,490.0,543.0,586.0,678.0,742.0,816.0,884.0,934.0,1116.0,1276.0,1515.0,1647.0,1839.0,1868.0
CO-CAS,Colombia,Casanare,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,3,5,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,32.0,0.0,33.0,0.0,34.0,0.0,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,38.0,0.0,0.0,39.0,41.0,51.0,52.0,55.0,57.0,58.0,61.0,64.0,0.0,65.0,66.0,0.0,0.0,68.0,70.0,85.0,0.0,87.0,88.0,0.0,90.0,97.0,111.0,115.0,117.0,121.0,130.0,136.0,141.0,143.0,148.0,156.0,174.0,186.0,190.0,200.0,204.0,215.0,222.0,254.0,269.0,277.0,298.0,306.0,315.0,328.0,351.0,366.0,389.0,414.0
CO-CAU,Colombia,Cauca,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0.0,0.0,0.0,3.0,9,0.0,0.0,0,0,0.0,0.0,12,0,0.0,0.0,13,15,16,18,20,23,26.0,27.0,0.0,30.0,31.0,35.0,38.0,41.0,0.0,42.0,44.0,0.0,45.0,47.0,48.0,51.0,55.0,59.0,62.0,64.0,69.0,71.0,0.0,75.0,87.0,88.0,91.0,93.0,97.0,103.0,112.0,131.0,138.0,144.0,153.0,162.0,166.0,189.0,194.0,210.0,221.0,273.0,290.0,306.0,322.0,360.0,399.0,426.0,440.0,569.0,597.0,622.0,658.0,691.0,721.0,814.0,843.0,865.0,923.0,941.0,972.0,1013.0,1074.0,1122.0,1155.0,1196.0,1274.0,1307.0,1339.0,1390.0,1424.0,1485.0,1512.0,1556.0,1619.0,1650.0,1677.0,1705.0,1756.0,1764.0,1814.0,1901.0,1991.0,2013.0,2076.0,2113.0,2130.0,2206.0,2263.0,2327.0,2410.0,2439.0,2482.0,2494.0,2576.0,2645.0,2745.0,2838.0,2895.0,2954.0,2992.0,3100.0,3246.0,3366.0,3403.0,3502.0,3594.0,3662.0,3766.0,3830.0,3914.0,3997.0,4087.0,4170.0,4263.0,4327.0,4494.0,4577.0
CO-CES,Colombia,Cesar,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,2.0,0,0.0,0.0,3,4,0.0,11.0,16,0,0.0,0.0,0,0,0,17,18,20,32.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,42.0,53.0,0.0,0.0,55.0,0.0,0.0,0.0,59.0,62.0,0.0,70.0,0.0,0.0,0.0,71.0,72.0,0.0,0.0,0.0,0.0,0.0,75.0,76.0,77.0,78.0,79.0,80.0,0.0,87.0,90.0,96.0,101.0,116.0,129.0,163.0,207.0,253.0,286.0,323.0,347.0,395.0,414.0,425.0,428.0,449.0,470.0,496.0,498.0,504.0,528.0,542.0,554.0,560.0,588.0,611.0,625.0,691.0,699.0,728.0,731.0,783.0,790.0,811.0,884.0,945.0,992.0,1026.0,1070.0,1075.0,1168.0,1267.0,1299.0,1321.0,1339.0,1360.0,1382.0,1418.0,1433.0,1504.0,1556.0,1584.0,1664.0,1765.0,1818.0,1891.0,1995.0,2113.0,2124.0,2223.0,2307.0,2366.0,2446.0,2534.0,2635.0,2797.0,2885.0,3000.0,3115.0,3351.0,3503.0,3537.0,3731.0,3835.0,3979.0
CO-COR,Colombia,Choco,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,11.0,0.0,12.0,13.0,0.0,0.0,15.0,0.0,23.0,24.0,27.0,0.0,0.0,0.0,28.0,0.0,35.0,40.0,0.0,42.0,0.0,43.0,0.0,73.0,80.0,0.0,82.0,84.0,93.0,109.0,121.0,154.0,196.0,0.0,219.0,226.0,227.0,295.0,0.0,335.0,395.0,396.0,412.0,472.0,489.0,557.0,577.0,583.0,681.0,695.0,716.0,823.0,841.0,921.0,953.0,972.0,982.0,1011.0,1030.0,1148.0,1234.0,1321.0,1391.0,1421.0,1452.0,1544.0,1684.0,1742.0,1756.0,1836.0,1871.0,1982.0,2004.0,2033.0,2079.0,2126.0,2177.0,2197.0,2207.0,2281.0,2307.0,2391.0,2433.0,2471.0,2499.0,2530.0,2561.0,2713.0,2761.0,2787.0,2802.0,2820.0,2861.0,2916.0,2931.0,2967.0,3000.0,3020.0,3054.0,3070.0,3099.0,3103.0,3125.0
CO-CUN,Colombia,Cordoba,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2,0.0,0.0,0,0,0.0,3.0,0,0,0,7,0,0,13.0,0.0,0.0,15.0,0.0,17.0,0.0,18.0,20.0,0.0,0.0,21.0,0.0,22.0,23.0,0.0,0.0,26.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,30.0,0.0,31.0,0.0,39.0,0.0,42.0,0.0,51.0,62.0,71.0,78.0,0.0,83.0,86.0,0.0,87.0,88.0,91.0,92.0,93.0,96.0,101.0,110.0,120.0,124.0,135.0,0.0,163.0,173.0,195.0,210.0,221.0,226.0,231.0,236.0,242.0,247.0,253.0,277.0,279.0,304.0,310.0,378.0,406.0,422.0,439.0,456.0,465.0,483.0,520.0,544.0,581.0,642.0,744.0,786.0,801.0,894.0,916.0,1020.0,1053.0,1103.0,1188.0,1265.0,1433.0,1510.0,1527.0,1596.0,1658.0,1696.0,1774.0,1882.0,2179.0,2588.0,2713.0,2859.0,2969.0,3175.0,3345.0,3459.0,3594.0,3983.0,4504.0,4840.0,5031.0,5412.0,5538.0,5825.0,6437.0,6941.0,7249.0,7774.0,8046.0
CO-CHO,Colombia,Cundinamarca,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,2.0,4,0,5,10,12.0,0.0,17.0,24.0,27,0.0,28.0,30,0,35.0,44.0,50,52,55.0,62.0,67,71,76,81,90,106,127.0,134.0,137.0,142.0,150.0,151.0,164.0,171.0,177.0,184.0,194.0,197.0,203.0,210.0,217.0,224.0,230.0,232.0,237.0,242.0,246.0,248.0,259.0,262.0,267.0,0.0,274.0,278.0,280.0,285.0,291.0,309.0,312.0,321.0,337.0,345.0,356.0,367.0,380.0,386.0,393.0,400.0,431.0,466.0,538.0,587.0,638.0,712.0,764.0,804.0,848.0,923.0,981.0,1032.0,1089.0,1138.0,1177.0,1217.0,1337.0,1388.0,1428.0,1520.0,1577.0,1658.0,1686.0,1715.0,1758.0,1780.0,1848.0,1908.0,1957.0,1990.0,2030.0,2123.0,2179.0,2275.0,2378.0,2434.0,2519.0,2574.0,2710.0,2835.0,2996.0,3064.0,3173.0,3228.0,3259.0,3317.0,3411.0,3637.0,3950.0,4043.0,4183.0,4300.0,4463.0,4635.0,4989.0,5339.0,5616.0,5800.0,6000.0,6103.0,6327.0,6480.0,6794.0,6897.0,7087.0,7213.0,7427.0,7692.0,8224.0,8498.0,8974.0,9542.0,10032.0,10227.0,10637.0,10978.0
CO-GUA,Colombia,Guainia,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO-GUV,Colombia,Guaviare,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO-HUI,Colombia,Huila,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,7,0.0,0.0,8,0,9,0,10.0,0.0,11.0,14.0,0,0.0,0.0,0,16,21.0,24.0,30,0,32.0,34.0,0,0,0,38,39,41,52.0,0.0,55.0,0.0,0.0,60.0,62.0,78.0,0.0,79.0,81.0,0.0,0.0,82.0,84.0,87.0,92.0,101.0,104.0,120.0,133.0,0.0,0.0,134.0,137.0,0.0,147.0,0.0,0.0,178.0,179.0,185.0,186.0,0.0,206.0,207.0,209.0,212.0,0.0,219.0,227.0,231.0,233.0,0.0,237.0,241.0,246.0,247.0,0.0,0.0,249.0,251.0,0.0,252.0,0.0,253.0,0.0,255.0,257.0,259.0,0.0,267.0,0.0,270.0,272.0,274.0,278.0,281.0,285.0,287.0,293.0,306.0,309.0,313.0,314.0,317.0,321.0,322.0,325.0,332.0,340.0,0.0,364.0,368.0,374.0,380.0,385.0,388.0,396.0,402.0,416.0,418.0,423.0,0.0,432.0,456.0,481.0,487.0,515.0,533.0,558.0,576.0,588.0,624.0,645.0,672.0,703.0,721.0,746.0,778.0,890.0,908.0,950.0,986.0,1128.0,1164.0,1206.0,1271.0
